T06,"Enrolment in primary, secondary and tertiary education levels",,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
756,Switzerland,2015,Gross enrollment ratio - Primary (male),104.3275,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
756,Switzerland,2015,Gross enrollment ratio - Primary (female),104.0330,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
756,Switzerland,2015,Students enrolled in secondary education (thousands),614.4700,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
756,Switzerland,2015,Gross enrollment ratio - Secondary (male),103.2155,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
756,Switzerland,2015,Gross enrollment ratio - Secondary (female),99.6400,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
756,Switzerland,2015,Students enrolled in tertiary education (thousands),294.4500,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
756,Switzerland,2015,Gross enrollment ratio - Tertiary (male),56.9090,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
756,Switzerland,2015,Gross enrollment ratio - Tertiary (female),58.5350,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
756,Switzerland,2017,Students enrolled in primary education (thousands),507.6860,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
756,Switzerland,2017,Gross enrollment ratio - Primary (male),105.5382,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
756,Switzerland,2017,Gross enrollment ratio - Primary (female),104.8249,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
756,Switzerland,2017,Students enrolled in secondary education (thousands),608.8450,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
756,Switzerland,2017,Gross enrollment ratio - Secondary (male),104.6898,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
756,Switzerland,2017,Gross enrollment ratio - Secondary (female),100.1750,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
756,Switzerland,2017,Students enrolled in tertiary education (thousands),300.6180,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
756,Switzerland,2017,Gross enrollment ratio - Tertiary (male),58.8238,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
756,Switzerland,2017,Gross enrollment ratio - Tertiary (female),60.3298,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2005,Students enrolled in primary education (thousands),2252.1450,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2005,Gross enrollment ratio - Primary (male),122.1280,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2005,Gross enrollment ratio - Primary (female),118.6331,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2005,Students enrolled in secondary education (thousands),2389.3830,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2005,Gross enrollment ratio - Secondary (male),71.2348,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2005,Gross enrollment ratio - Secondary (female),68.1697,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2005,Students enrolled in tertiary education (thousands),360.7360,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2005,Gross enrollment ratio - Tertiary (male),19.1085,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2005,Gross enrollment ratio - Tertiary (female),17.1315,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2010,Students enrolled in primary education (thousands),2429.4500,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2010,Gross enrollment ratio - Primary (male),118.8292,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2010,Gross enrollment ratio - Primary (female),114.7190,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2010,Students enrolled in secondary education (thousands),2731.8250,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2010,Gross enrollment ratio - Secondary (male),72.0917,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2010,Gross enrollment ratio - Secondary (female),72.2661,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2010,Students enrolled in tertiary education (thousands),573.9300,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2010,Gross enrollment ratio - Tertiary (male),27.6872,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2010,Gross enrollment ratio - Tertiary (female),23.9438,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2013,Students enrolled in primary education (thousands),1547.3160,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2013,Gross enrollment ratio - Primary (male),83.0649,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2013,Gross enrollment ratio - Primary (female),80.2030,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2013,Students enrolled in secondary education (thousands),1857.1400,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2013,Gross enrollment ratio - Secondary (male),52.6742,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2013,Gross enrollment ratio - Secondary (female),52.3814,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2013,Students enrolled in tertiary education (thousands),659.8230,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2013,Gross enrollment ratio - Tertiary (male),32.8768,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2013,Gross enrollment ratio - Tertiary (female),32.8133,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2014,Students enrolled in tertiary education (thousands),791.7750,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2014,Gross enrollment ratio - Tertiary (male),41.0989,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2014,Gross enrollment ratio - Tertiary (female),42.0895,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2015,Students enrolled in tertiary education (thousands),772.8770,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2015,Gross enrollment ratio - Tertiary (male),40.7076,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2015,Gross enrollment ratio - Tertiary (female),44.7659,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2016,Students enrolled in tertiary education (thousands),697.4150,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2016,Gross enrollment ratio - Tertiary (male),37.4706,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
760,Syrian Arab Republic,2016,Gross enrollment ratio - Tertiary (female),42.7907,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2005,Students enrolled in primary education (thousands),693.0780,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2005,Gross enrollment ratio - Primary (male),101.8541,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2005,Gross enrollment ratio - Primary (female),98.3281,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2005,Students enrolled in secondary education (thousands),984.4100,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2005,Gross enrollment ratio - Secondary (male),87.3998,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2005,Gross enrollment ratio - Secondary (female),73.0452,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2005,Students enrolled in tertiary education (thousands),148.8790,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2005,Gross enrollment ratio - Tertiary (male),27.7885,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2005,Gross enrollment ratio - Tertiary (female),13.1766,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2010,Students enrolled in primary education (thousands),682.0900,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2010,Gross enrollment ratio - Primary (male),102.7050,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2010,Gross enrollment ratio - Primary (female),100.2299,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2010,Students enrolled in secondary education (thousands),1031.7230,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2010,Gross enrollment ratio - Secondary (male),90.3511,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2010,Gross enrollment ratio - Secondary (female),78.8916,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2010,Students enrolled in tertiary education (thousands),195.6970,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2010,Gross enrollment ratio - Tertiary (male),29.9330,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2010,Gross enrollment ratio - Tertiary (female),15.7860,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2013,Students enrolled in primary education (thousands),664.9300,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2013,Gross enrollment ratio - Primary (male),101.6478,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2013,Gross enrollment ratio - Primary (female),99.9024,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2013,Students enrolled in secondary education (thousands),1062.9750,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2013,Gross enrollment ratio - Secondary (male),92.9762,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2013,Gross enrollment ratio - Secondary (female),83.8061,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2013,Students enrolled in tertiary education (thousands),194.6850,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2013,Gross enrollment ratio - Tertiary (male),29.1954,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2013,Gross enrollment ratio - Tertiary (female),16.4407,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2014,Students enrolled in primary education (thousands),662.4270,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2014,Gross enrollment ratio - Primary (male),98.7129,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2014,Gross enrollment ratio - Primary (female),97.8199,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2014,Students enrolled in tertiary education (thousands),209.1700,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2014,Gross enrollment ratio - Tertiary (male),30.5682,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2014,Gross enrollment ratio - Tertiary (female),18.6371,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2015,Students enrolled in primary education (thousands),683.1620,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2015,Gross enrollment ratio - Primary (male),98.1234,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2015,Gross enrollment ratio - Primary (female),97.0641,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2015,Students enrolled in tertiary education (thousands),224.7640,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2015,Gross enrollment ratio - Tertiary (male),31.6352,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2015,Gross enrollment ratio - Tertiary (female),21.3396,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2017,Students enrolled in primary education (thousands),771.0400,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2017,Gross enrollment ratio - Primary (male),101.4168,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2017,Gross enrollment ratio - Primary (female),100.2650,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2017,Students enrolled in tertiary education (thousands),265.4260,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2017,Gross enrollment ratio - Tertiary (male),35.4717,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
762,Tajikistan,2017,Gross enrollment ratio - Tertiary (female),26.8537,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2005,Students enrolled in primary education (thousands),5974.6150,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2005,Gross enrollment ratio - Primary (male),103.3285,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2005,Gross enrollment ratio - Primary (female),100.4520,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2005,Students enrolled in secondary education (thousands),4533.1730,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2005,Gross enrollment ratio - Secondary (male),71.9106,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2005,Gross enrollment ratio - Secondary (female),75.3994,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2005,Students enrolled in tertiary education (thousands),2359.1270,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2005,Gross enrollment ratio - Tertiary (male),41.9919,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2005,Gross enrollment ratio - Tertiary (female),47.2198,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2010,Students enrolled in primary education (thousands),5146.5350,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2010,Gross enrollment ratio - Primary (male),97.4334,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2010,Gross enrollment ratio - Primary (female),96.2514,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2010,Students enrolled in secondary education (thousands),4807.0930,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2010,Gross enrollment ratio - Secondary (male),79.6257,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2010,Gross enrollment ratio - Secondary (female),85.3351,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2010,Students enrolled in tertiary education (thousands),2426.5770,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2010,Gross enrollment ratio - Tertiary (male),44.2698,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2010,Gross enrollment ratio - Tertiary (female),56.5510,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2014,Students enrolled in primary education (thousands),5182.3510,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2014,Gross enrollment ratio - Primary (male),101.3470,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2014,Gross enrollment ratio - Primary (female),102.9176,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2014,Students enrolled in secondary education (thousands),6791.6150,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2014,Gross enrollment ratio - Secondary (male),117.2104,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2014,Gross enrollment ratio - Secondary (female),123.6061,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2014,Students enrolled in tertiary education (thousands),2433.1400,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2014,Gross enrollment ratio - Tertiary (male),42.7418,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2014,Gross enrollment ratio - Tertiary (female),57.7868,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2015,Students enrolled in primary education (thousands),5081.0790,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2015,Gross enrollment ratio - Primary (male),103.5157,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2015,Gross enrollment ratio - Primary (female),97.6198,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2015,Students enrolled in secondary education (thousands),6757.1740,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2015,Gross enrollment ratio - Secondary (male),122.9613,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2015,Gross enrollment ratio - Secondary (female),118.2245,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2016,Students enrolled in primary education (thousands),5063.4890,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2016,Gross enrollment ratio - Primary (male),100.5445,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2016,Gross enrollment ratio - Primary (female),100.9833,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
764,Thailand,2016,Students enrolled in secondary education (thousands),6570.9880,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
